deal_id,start_date,min_req,treatment,prom_length,price,discount_pct,coupon_duration,featured,limited_supply,fb_likes,quantity_sold,revenue
funway-ultimate-entertainment-center-1,5/18/2012,1,0,3,25,55,124,0,1,41,770,19250
funway-ultimate-entertainment-center-2,6/3/2012,1,0,3,25,55,129,0,1,22,380,9500
gameworks-chicago-2,5/17/2012,1,0,4,20,56,187,0,1,289,5000,100000
get-real-ny-2,7/12/2012,1,0,2,36,60,2,1,1,55,290,10440
ghosts-new-york,1/22/2012,1,0,3,10,60,185,0,0,119,1000,10000
gl-20th-century-progression,5/3/2012,1,0,3,50,50,424,0,1,1,4,200
gl-4th-july-rooftop-beach-party,6/28/2012,1,0,6,29,53,3,0,1,476,1000,29000
gl-702-punchlines-and-pregnant,5/28/2012,1,0,3,30,55,13,0,1,0,1,30
gl-a-far-cry-chamber-orchestra,2/15/2012,1,0,5,24,56,7,0,1,14,40,960
gl-above-and-beyond,4/28/2012,1,0,3,20,46,14,0,1,321,590,11800
gl-acousticaelectronia-touch,2/1/2012,1,0,3,12,48,9,0,1,20,30,360
gl-ajkun-ballet-theatre,5/6/2012,1,0,3,16,48,17,0,1,7,140,2240
gl-ajkun-ballet-theatre-1,7/15/2012,1,0,3,21,49,33,1,1,5,30,630
gl-american-chamber-opera-company,4/14/2012,1,0,3,20,67,5,0,1,8,10,200
gl-american-chamber-opera-company-1,7/28/2012,1,0,4,20,56,12,0,1,30,70,1400
gl-animus-theatre-company,1/16/2012,1,0,3,10,50,13,0,1,7,80,800
gl-at-arie-crown-theater,5/7/2012,1,0,2,36,51,5,1,1,110,560,20160
gl-at-arie-crown-theater-1,6/22/2012,1,0,3,52,50,8,0,1,49,280,14560
gl-at-barclays-center-sports,7/30/2012,1,0,3,25,58,76,1,1,122,900,22500
gl-at-big-time-rush-17,6/15/2012,1,0,3,15,40,50,0,1,102,610,9150
gl-at-carnival-of-madness-boston,7/30/2012,1,0,3,20,62,7,1,1,48,150,3000
gl-at-chicago-fire-2,6/14/2012,1,0,3,25,57,9,0,1,211,1000,25000
gl-at-comcast-center,6/22/2012,1,0,3,24,49,65,1,1,72,250,6000
gl-at-country-throwdown,4/30/2012,1,0,3,25,50,61,0,1,121,320,8000
gl-at-country-throwdown-1,6/17/2012,1,0,3,19,64,13,0,1,90,140,2660
gl-at-first-midwest-bank-amphitheatre,6/22/2012,1,0,3,10,68,61,0,1,144,460,4600
gl-at-jones-beach-theater,7/23/2012,1,0,3,32,50,22,1,1,26,170,5440
gl-at-jones-beach-theater-2,7/18/2012,1,0,3,17,50,16,1,1,104,320,5440
gl-at-lmfao-with-far-east-movement-boston,6/27/2012,1,0,2,20,70,5,1,1,101,260,5200
gl-at-new-hampshire-speedway,6/28/2012,1,0,3,35,58,17,1,1,25,50,1750
gl-at-rialto-square-theatre-3,5/12/2012,1,0,4,30,50,7,0,1,47,350,10500
gl-at-s2bn-entertainment-promoters,7/2/2012,1,0,4,41,40,23,0,1,45,540,22140
gl-at-toyota-park,6/20/2012,1,0,3,10,52,23,0,1,56,350,3500
gl-at-train-your-dragon,6/21/2012,1,0,4,35,40,33,0,1,221,1000,35000
gl-at-train-your-dragon-boston,7/1/2012,1,0,4,38,40,9,0,1,93,540,20520
gl-at-uic-pavilion-2,5/29/2012,1,0,5,36,49,10,0,1,285,350,12600
gl-at-united-center,7/30/2012,1,0,3,25,58,72,0,1,124,940,23500
gl-at-yanni-new-york,5/31/2012,1,0,3,64,40,9,1,1,78,200,12800
gl-auditorium-theatre-batsheva,2/2/2012,1,0,3,15,62,44,0,1,39,240,3600
gl-barelycorn-schaumburg,6/13/2012,1,0,2,10,52,4,0,1,43,80,800
gl-big-apple-circus-1,5/6/2012,1,0,3,29,52,3,0,1,51,1000,29000
gl-big-apple-circus-2,5/15/2012,1,0,6,27,51,8,0,1,51,1000,27000
gl-big-apple-circus-3,5/25/2012,1,0,4,27,51,15,0,1,16,600,16200
gl-big-hearts-comedy-lowell,2/7/2012,1,0,2,33,49,8,0,1,0,20,660
gl-bmcc-tribeca-performing-arts-center,4/28/2012,1,0,3,8,53,6,0,1,1,30,240
gl-bmop,1/19/2012,1,0,3,19,53,8,0,1,5,30,570
gl-boston-university,1/26/2012,1,0,2,10,63,7,0,1,3,10,100
gl-brit-floyd,2/13/2012,1,0,3,25,49,40,0,1,25,140,3500
gl-brockton-rox,5/30/2012,1,0,4,16,50,70,0,1,36,270,4320
gl-burlesque-to-broadway,4/29/2012,1,0,3,45,50,19,0,1,99,10,450
gl-butterfiles-uncovered-theatre,1/31/2012,1,0,2,9,53,4,0,1,1,10,90
gl-bye-bye-liver-chicago,6/17/2012,1,0,3,20,50,5,0,1,177,510,10200
gl-cape-cod-melody-tent,7/10/2012,1,0,3,39,49,9,1,1,23,150,5850
gl-captivate-marketing-group-1,7/24/2012,1,0,3,54,50,26,1,1,166,330,17820
gl-carol-fox-associates-inc,5/18/2012,1,0,4,40,50,33,0,1,23,120,4800
gl-cause-i-love-you,2/8/2012,1,0,3,32,51,4,0,1,36,30,960
gl-cbb,1/23/2012,1,0,4,15,57,4,0,1,210,710,10650
gl-center-for-ballroom-dance,5/6/2012,1,0,3,11,50,5,0,1,17,210,2310
gl-central-square-theater,7/15/2012,1,0,4,66,50,349,0,1,47,80,5280
gl-charter-one-pavilion,5/10/2012,1,0,3,65,45,99,0,1,307,370,24050
gl-chicago-cubs,6/5/2012,1,0,3,99,51,8,0,1,356,1000,99000
gl-chicago-cubs-rooftops,6/22/2012,1,0,4,99,56,4,0,1,225,710,70290
gl-chicago-express,2/14/2012,1,0,2,22,50,12,0,1,13,150,3300
gl-chicago-philharmonic-orchestra-1,5/10/2012,1,0,3,40,50,9,0,1,12,40,1600
gl-chicago-rush-1,5/19/2012,1,0,3,20,64,15,0,1,9,120,2400
gl-chicago-sky-1,6/26/2012,1,0,3,20,55,5,0,1,24,130,2600
gl-chicago-slaughter,2/9/2012,1,0,3,6,54,10,0,1,36,1000,6000
gl-chicago-white-sox-chicago-1,7/25/2012,1,0,4,36,40,31,0,1,303,1,36
gl-chicago-white-sox-chicago-2,7/27/2012,1,0,4,36,40,29,0,1,231,1,36
gl-chicago-wolves-1,2/11/2012,1,0,4,18,53,3,0,1,44,520,9360
gl-chicago-youth-symphony-orchestras,5/1/2012,1,0,3,20,50,12,0,1,18,30,600
gl-chicagoland-speedway-route-66,5/11/2012,1,0,4,10,50,28,0,1,147,950,9500
gl-city-lit-theater,2/16/2012,1,0,4,18,50,7,0,1,1,10,180
gl-clearwater-music-festival-nyc,6/7/2012,1,0,4,42,51,8,0,1,31,100,4200
gl-collegiate-chorale,1/31/2012,1,0,2,17,51,4,0,1,7,20,340
gl-congress-theatre-1,7/14/2012,1,0,3,15,50,13,1,1,63,110,1650
gl-congress-theatre-matisyahu,7/10/2012,1,0,3,15,48,28,0,1,74,270,4050
gl-cro-ns-productions,2/7/2012,1,0,2,23,50,8,0,1,1,9,207
gl-cvs-caremark-charity-classic,5/15/2012,1,0,3,52,50,35,1,1,0,5,260
gl-dancing-queen,6/2/2012,1,0,3,50,50,12,0,1,15,160,8000
gl-dokken,4/30/2012,1,0,2,13,48,33,0,1,26,30,390
gl-dont-dress-for-dinner-1,6/8/2012,1,0,4,59,50,3,0,1,1,20,1180
gl-dora-the-explorer-1,4/12/2012,1,0,4,28,50,2,0,1,29,170,4760
gl-doyle-and-debbie,5/8/2012,1,0,2,25,52,3,1,1,6,220,5500
gl-drom-ny,1/30/2012,1,0,2,29,58,12,0,1,5,60,1740
gl-eat-your-heart-out,2/17/2012,1,0,3,15,50,8,0,1,0,1,15
gl-el-festival-cubano,6/24/2012,1,0,4,150,50,41,0,1,263,50,7500
gl-elbo-room,1/25/2012,1,0,3,20,85,220,0,1,31,170,3400
gl-empire-city-at-yonkers-raceway,7/13/2012,1,0,2,24,50,3,1,1,23,9,216
gl-faf-rhythms-of-one-world,6/17/2012,1,0,3,18,49,11,0,1,5,30,540
gl-firefly-festival-afterparty-1,7/2/2012,1,0,3,24,50,19,0,1,23,100,2400
gl-flashback-history-of-house,2/15/2012,1,0,3,15,67,9,0,1,158,200,3000
gl-gigantour-massconcerts,1/23/2012,1,0,3,31,50,6,0,1,77,70,2170
gl-girls-night-the-musical-6,5/12/2012,1,0,3,25,50,7,0,1,9,40,1000
gl-glen-matlock-reggies,2/12/2012,1,0,3,10,50,18,0,1,24,20,200
gl-gordon-spedding-reggies,1/16/2012,1,0,2,10,52,13,0,1,34,30,300
gl-gramercy-theatre,6/19/2012,1,0,3,10,64,107,0,1,7,40,400
gl-gramercy-theatre-1,7/13/2012,1,0,3,18,49,8,0,1,6,20,360
gl-green-music-fest,6/5/2012,1,0,3,11,50,19,0,1,322,780,8580
gl-harold-washington-chicago,1/27/2012,1,0,3,33,50,35,0,1,36,190,6270
gl-harris-theater-music-dance,7/18/2012,1,0,3,12,52,3,0,1,25,130,1560
gl-harvard-athletics-1,1/26/2012,1,0,4,10,50,4,0,1,22,220,2200
gl-hasty-pudding-theatricals,2/1/2012,1,0,5,19,50,1,0,1,8,40,760
gl-hot-8-band-freedom-hall,2/6/2012,1,0,2,15,52,5,0,1,0,60,900
gl-house-music-hot-mix,6/17/2012,1,0,6,15,67,9,0,1,393,100,1500
gl-house-of-blues-chicago-1,5/13/2012,1,0,3,12,63,5,0,1,27,7,84
gl-house-of-blues-chicago-2,7/24/2012,1,0,3,25,72,3,0,1,35,80,2000
gl-house-of-blues-chicago-3,7/20/2012,1,0,3,25,72,6,0,1,53,30,750
gl-imagination-movers-rockomatic-tour,4/30/2012,1,0,2,18,54,5,1,1,2,40,720
gl-improv-asylum,6/15/2012,1,0,4,30,40,92,0,1,42,320,9600
gl-international-festival-of-life,6/3/2012,1,0,3,7,53,35,0,1,74,340,2380
gl-iowa-pacific,6/27/2012,1,0,3,24,51,3,0,1,182,70,1680
gl-irish-arts-center,4/29/2012,1,0,2,25,61,4,1,1,6,2,50
gl-irish-heritage-festival,6/13/2012,1,0,3,20,50,32,0,1,268,510,10200
gl-james-mccartney,6/5/2012,1,0,2,15,48,3,1,1,4,4,60
gl-jenny-q-chai,4/14/2012,1,0,4,20,57,4,0,1,6,8,160
gl-joe-masse-downtown-comedy,1/18/2012,1,0,2,9,59,12,0,1,3,10,90
gl-jokes-and-notes-1,2/15/2012,1,0,3,10,50,9,0,1,5,100,1000
gl-joliet-slammers,4/29/2012,1,0,3,10,71,23,0,1,79,230,2300
gl-joliet-slammers-1,6/30/2012,1,0,3,20,51,3,0,1,21,260,5200
gl-jose-limon-dance-company,6/19/2012,1,0,2,35,49,5,0,1,9,50,1750
gl-kiss-kiss-cabaret-club,6/30/2012,1,0,4,24,57,180,0,1,38,220,5280
gl-korn-react-presents,2/2/2012,1,0,4,24,48,21,0,1,204,380,9120
gl-lamb-of-god-and-dethklok,5/17/2012,1,0,3,20,50,96,0,1,294,1,20
gl-laugh-out-loud-chicago-1,1/26/2012,1,0,2,10,55,219,0,1,53,1000,10000
gl-laughing-devil-comedy-club,5/9/2012,1,0,3,20,50,11,0,1,6,10,200
gl-live-in-theater-productions,5/1/2012,1,0,3,25,51,4,0,1,19,170,4250
gl-loyola-fine-arts,2/1/2012,1,0,3,7,53,18,0,1,15,40,280
gl-lucky-boys-confusion-shop-class,12/15/2011,1,0,2,14,44,17,0,1,113,140,1960
gl-lynn-auditorium-boston,2/1/2012,1,0,2,15,52,19,0,1,12,90,1350
gl-marriage-of-figaro-lucky-ten,11/23/2011,1,0,4,30,50,17,0,1,0,5,150
gl-metropolitan-room,5/7/2012,1,0,3,49,69,191,1,0,59,330,16170
gl-metropolitan-room-1,7/11/2012,1,0,4,39,72,125,0,1,23,190,7410
gl-millennium-theatre,5/7/2012,1,0,3,28,50,40,0,1,19,90,2520
gl-millennium-theatre-1,6/5/2012,1,0,5,28,50,9,0,1,45,90,2520
gl-millennium-theatre-2,7/26/2012,1,0,6,28,49,14,0,1,39,200,5600
gl-mpaact,1/30/2012,1,0,3,10,57,10,0,1,12,60,600
gl-musical-chairs-world-championship,6/6/2012,1,0,2,35,56,11,1,1,280,20,700
gl-my-sinatra-1,7/22/2012,1,0,3,30,61,42,1,1,29,250,7500
gl-national-pastime-theater,2/8/2012,1,0,3,30,50,6,0,1,9,10,300
gl-new-hampshire-fisher-cats,5/6/2012,1,0,3,24,50,4,1,1,19,90,2160
gl-new-millennium-orchestra,2/11/2012,1,0,4,20,60,11,0,1,25,80,1600
gl-new-york-sportimes,7/9/2012,1,0,2,15,50,2,1,1,1,20,300
gl-nick-carter-hob-chicago,2/8/2012,1,0,2,30,68,4,0,1,117,90,2700
gl-niu-convocation-tpain,2/6/2012,1,0,2,19,49,5,0,1,7,30,570
gl-noches-de-rock-shop-class,1/17/2012,1,0,2,6,54,9,0,1,10,20,120
gl-nolafunk,5/13/2012,1,0,3,30,51,5,0,1,10,40,1200
gl-north-central-college,5/15/2012,1,0,3,16,50,5,0,1,130,160,2560
gl-north-plan-theater-wit,2/12/2012,1,0,3,12,50,11,0,1,15,30,360
gl-north-shore-navigators,5/16/2012,1,0,3,10,50,43,1,1,17,50,500
gl-ny-opera-exchange,1/14/2012,1,0,3,20,51,7,0,1,3,10,200
gl-octavarius,7/5/2012,1,0,4,20,55,177,0,1,30,70,1400
gl-ogunquit-playhouse-1,5/17/2012,1,0,3,25,54,8,1,1,11,190,4750
gl-petite-messe-solennellle-dgcs,2/9/2012,1,0,3,20,50,16,0,1,2,3,60
gl-players-theatre,2/9/2012,1,0,2,13,52,4,0,1,5,60,780
gl-princess-and-the-pea,2/7/2012,1,0,2,8,50,4,0,1,12,30,240
gl-profiles-theatre-1,5/12/2012,1,0,3,40,50,15,0,1,14,8,320
gl-rebirth-brass-band,2/16/2012,1,0,4,15,48,15,0,1,18,260,3900
gl-reggies-anvil,2/6/2012,1,0,3,12,52,17,0,1,29,10,120
gl-rialto-square-theatre,1/17/2012,1,0,2,19,59,9,0,1,23,370,7030
gl-rib-vajer-jokes-and-notes,1/31/2012,1,0,2,10,50,4,0,1,15,70,700
gl-risky-productions,7/19/2012,1,0,2,123,35,11,0,1,50,40,4920
gl-river-north-dance-chicago,2/2/2012,1,0,3,60,50,8,0,1,13,50,3000
gl-riverfront-theater-chicago-1,7/1/2012,1,0,5,29,51,15,0,1,13,100,2900
gl-riverfront-theatre-chicago,5/24/2012,1,0,3,42,51,13,0,1,26,60,2520
gl-rocks-off-entertainment,5/27/2012,1,0,3,18,49,8,0,1,20,80,1440
gl-roger-clyne-the-peacemakers,4/12/2012,1,0,3,12,48,72,0,1,15,70,840
gl-rogue-productions,2/13/2012,1,0,3,15,56,168,0,0,2,50,750
gl-route-66,6/24/2012,1,0,3,16,53,5,0,1,10,420,6720
gl-roy-arias-studios,6/30/2012,1,0,4,19,76,94,0,0,13,170,3230
gl-schaumburg-boomers,5/20/2012,1,0,3,29,50,8,0,1,17,100,2900
gl-schaumburg-boomers-1,6/26/2012,1,0,3,29,50,12,0,1,7,30,870
gl-sebastian-bach-shop-class,1/26/2012,1,0,3,15,40,13,0,1,86,110,1650
gl-second-stage-chicago,1/28/2012,1,0,3,17,51,5,0,1,2,10,170
gl-second-stage-theatre,6/24/2012,1,0,3,42,50,49,0,1,3,10,420
gl-shake-rattle-roll-dueling-pianos,6/27/2012,1,0,8,25,54,178,0,0,19,90,2250
gl-shatners-world-auditorium-theatre,2/16/2012,1,0,5,33,49,27,0,1,24,160,5280
gl-shedd-aquarium,6/15/2012,1,0,4,18,50,11,0,1,1046,5000,90000
gl-shop-class-2,6/29/2012,1,0,3,12,40,28,0,1,11,70,840
gl-si-comedy-fest,4/12/2012,1,0,3,12,52,8,0,1,29,50,600
gl-sirens-citadel-theatre,1/31/2012,1,0,3,36,51,9,0,1,4,8,288
gl-skokie-valley-chicago,2/15/2012,1,0,3,40,51,60,0,1,1,10,400
gl-smithfest-events,6/8/2012,1,0,4,35,56,7,0,1,131,10,350
gl-soho-playhouse,5/1/2012,1,0,2,20,49,3,0,1,1,7,140
gl-songs-mother-taught-paramount-theatre,2/7/2012,1,0,4,15,57,3,0,1,19,670,10050
gl-spiegelworld-new-york,7/23/2012,1,0,9,49,45,33,0,0,46,0,0
gl-stained-glass-coffeehouse,2/13/2012,1,0,3,24,51,5,0,1,3,7,168
gl-staten-island-yankees,7/25/2012,1,0,6,15,69,24,0,1,29,200,3000
gl-stripped-the-play,5/16/2012,1,0,3,25,50,38,0,1,45,80,2000
gl-taste-concert-series,7/1/2012,1,0,4,25,0,9,0,1,26,280,7000
gl-teatro-luna-1,2/9/2012,1,0,3,15,55,3,0,1,11,70,1050
gl-the-comedy-shrine-theater-4,5/16/2012,1,0,2,13,50,108,1,1,6,60,780
gl-the-cult-with-against-me,5/29/2012,1,0,4,13,50,2,0,1,139,190,2470
gl-the-dan-band-1,6/7/2012,1,0,2,18,49,3,1,1,10,60,1080
gl-the-harold-washington-1,7/18/2012,1,0,4,40,50,8,0,1,77,150,6000
gl-the-news-by-jacobtv-a-reality-opera,4/29/2012,1,0,3,10,52,5,0,1,6,4,40
gl-theori-stages-1,2/13/2012,1,0,3,25,55,17,0,1,38,40,1000
gl-threesixty-theatre-chicago,5/19/2012,1,0,4,42,51,11,0,1,8,90,3780
gl-thunderbolts,7/8/2012,1,0,4,19,50,61,0,1,21,270,5130
gl-traces,7/20/2012,1,0,6,39,55,3,0,1,39,860,33540
gl-triassac-parq,6/28/2012,1,0,3,33,48,4,0,1,13,10,330
gl-trippin-billies-shop-class,2/11/2012,1,0,4,10,47,5,0,1,28,70,700
gl-tsx-operating-co,7/11/2012,1,0,8,13,50,39,0,0,429,5000,65000
gl-undead-music-festival,5/6/2012,1,0,3,15,50,3,0,1,18,60,900
gl-united-pies-inc,6/9/2012,1,0,3,20,52,0,0,1,3,10,200
gl-viva-aragon-entertainment,6/1/2012,1,0,3,15,61,15,0,1,130,60,900
gl-viva-aragon-entertainment-1,6/5/2012,1,0,3,10,50,96,0,0,137,190,1900
gl-wavefront-music-festival-1,6/27/2012,1,0,2,20,50,3,1,1,176,150,3000
gl-webster-hall-1,7/22/2012,1,0,3,10,73,5,0,1,52,110,1100
gl-wellesley-symphony-orchestra,1/25/2012,1,0,5,25,50,16,0,1,1,20,500
gl-wgbh,7/9/2012,1,0,4,10,50,4,0,1,30,170,1700
gl-willy-torres-latin-street-dancing,2/14/2012,1,0,2,12,54,3,0,1,10,10,120
gl-wind-power-aco,2/7/2012,1,0,3,12,52,4,0,1,7,70,840
gl-windy-city-fight-night,2/10/2012,1,0,3,18,42,14,0,1,28,240,4320
gl-with-that-said-lol,2/14/2012,1,0,2,10,50,3,0,1,6,10,100
gl-worcester-tornadoes-6,7/25/2012,1,0,4,18,50,36,0,1,7,60,1080
gl-world-festival-chicago,7/31/2012,1,0,2,22,58,4,0,1,20,30,660
gl-wrigley-view-rooftop-2,5/3/2012,1,0,3,90,58,4,0,1,68,250,22500
gl-wrigley-view-rooftop-3,7/11/2012,1,0,4,99,61,10,0,1,73,30,2970
gl-wrigley-view-rooftop-4,7/18/2012,1,0,5,99,61,2,0,1,265,650,64350
gl-xfo-44-mma,6/5/2012,1,0,3,17,50,11,0,1,78,230,3910
gl-yello-dubmarine-cubby-bear,5/8/2012,1,0,2,20,50,53,0,1,6,10,200
gl-your-funniest-friends,2/8/2012,1,0,3,10,57,3,0,1,17,60,600
gl-zarkana-cirque-du-soleil-new-york-2,7/26/2012,1,0,5,54,49,36,0,1,143,0,0
gl-zastrozzi-viaduct-theater-1,1/25/2012,1,0,3,10,50,14,0,1,13,10,100
gl-zoe-dance,1/16/2012,1,0,2,12,48,7,0,1,13,10,120
gl-zoppe-family-circus,6/26/2012,1,0,3,26,51,22,0,1,21,130,3380
great-lakes-board-company-1,2/14/2012,1,0,3,164,53,215,0,1,45,70,11480
great-urban-race,7/31/2012,1,0,3,60,50,4,1,1,63,90,5400
gsoutfitting-boston,1/29/2012,1,0,5,135,51,190,0,1,11,50,6750
gt-dream-cars-13,6/18/2012,1,0,3,59,67,366,1,1,227,500,29500
gt-dream-cars-new-york,6/15/2012,1,0,4,59,67,368,0,1,99,430,25370
gymboree-play-music-7,5/25/2012,1,0,5,89,76,98,0,1,58,250,22250
hall-quarry-beach-batavia-park-district,7/28/2012,1,0,4,20,50,382,0,1,19,320,6400
hampton-beach-parasail-and-jet-ski,5/13/2012,1,0,5,59,53,108,0,1,61,170,10030
hampton-luxury-liner-5,4/14/2012,1,0,4,149,57,105,0,1,29,120,17880
hampton-luxury-liner-7,5/26/2012,1,0,4,149,57,63,0,1,39,150,22350
hampton-luxury-liner-nyc-2,1/26/2012,1,0,4,149,57,64,0,0,31,170,25330
haunted-boston-ghost-tours-2,5/25/2012,1,0,5,18,50,126,0,1,93,470,8460
haunted-hometowns-1,6/20/2012,1,0,3,20,50,102,0,1,249,480,9600
helen-h-fleet,7/3/2012,1,0,6,49,43,59,0,1,99,1000,49000
historic-richmond-town-5,2/9/2012,1,0,3,29,72,15,0,0,30,150,4350
illinois-skydiving-center-4,4/28/2012,1,0,4,119,40,185,0,1,126,30,3570
imagine-that-10,7/31/2012,1,0,5,9,53,90,0,0,13,50,450
indiana-botanic-gardens-inc,7/30/2012,1,0,4,15,50,92,0,1,8,30,450
institute-of-contemporary-art-4,1/12/2012,1,0,5,32,51,158,1,1,91,1000,32000
intrigue-dance-4,2/11/2012,1,0,3,59,55,186,0,1,15,100,5900
island-current,5/15/2012,1,0,4,29,55,189,0,1,39,700,20300
island-current-fleet,5/8/2012,1,0,5,29,55,188,0,1,125,1000,29000
jewish-museum-ny,7/16/2012,1,0,4,39,57,92,0,1,14,60,2340
jorday-riveras-dance-studio,2/15/2012,1,0,3,29,66,189,0,0,58,150,4350
jorday-riveras-dance-studio-1,5/13/2012,1,0,3,29,66,185,0,1,28,80,2320
jump-around-parties-playdates,1/31/2012,1,0,4,25,52,189,0,0,33,180,4500
kew-gardens-cinemas,1/26/2012,1,0,3,15,59,97,0,0,147,1000,15000
kidville-3,5/14/2012,1,0,4,59,71,47,0,1,16,260,15340
king-richards-faire-2,7/19/2012,1,0,6,29,50,56,0,1,1596,1000,29000
la-gondola-6,5/1/2012,1,0,4,79,56,59,0,1,28,120,9480
larz-anderson-auto-museum-3,7/30/2012,1,0,5,18,55,91,0,1,22,370,6660
legendary-excursions-chicago,1/20/2012,1,0,4,69,65,43,0,1,38,1,69
let-s-ride-rentals,5/6/2012,1,0,5,65,45,176,0,1,13,30,1950
lincolnwood-wine-expo,6/6/2012,1,0,2,19,62,5,0,1,25,70,1330
liquid-planet-water-park-3,6/21/2012,1,0,6,18,54,70,0,1,218,1000,18000
locals-surf-school-llc,4/13/2012,1,0,3,39,51,140,0,1,199,410,15990
longwood-gardens-new-york-1,1/27/2012,1,0,5,9,50,62,0,0,3,60,540
look-what-i-made,6/15/2012,1,0,5,20,50,108,0,1,11,80,1600
luke-adams-glass-4,5/29/2012,1,0,5,45,50,188,0,1,30,240,10800
luna-park-at-coney-island-3,5/15/2012,1,0,5,22,50,109,0,1,695,1000,22000
magic-waters-9,7/31/2012,1,0,4,24,50,18,0,1,71,320,7680
major-league-bocce-boston,6/2/2012,1,0,4,29,52,5,0,1,25,20,580
manhattan-helicopters-2,1/26/2012,1,0,4,149,32,187,0,0,25,110,16390
manhattan-kayak-company-4,5/19/2012,1,0,4,39,51,133,0,1,73,640,24960
mccormick-bridgehouse-chicago-river,7/21/2012,1,0,4,8,50,98,0,1,38,420,3360
medieval-times-chicago,1/20/2012,1,0,4,39,42,1,0,1,83,410,15990
midwestern-helicopter-1,7/13/2012,1,0,5,149,50,185,0,1,4,10,1490
monkey-zone,7/23/2012,1,0,4,10,55,1812,0,1,28,410,4100
morgans-thunder-bowl,2/16/2012,1,0,3,25,71,188,0,1,40,1000,25000
movie-world-cinemas,4/30/2012,1,0,4,9,53,92,0,0,52,1000,9000
murder-mystery-inc-1,6/9/2012,1,0,2,99,50,187,1,1,59,280,27720
museum-city-new-york,7/1/2012,1,0,7,10,50,181,0,1,46,790,7900
museum-of-sex-2,2/2/2012,1,0,4,19,50,187,1,0,242,1000,19000
must-see-central-park,6/19/2012,1,0,6,10,50,187,0,1,178,1000,10000
national-golf-expo,2/16/2012,1,0,4,24,50,16,0,1,23,260,6240
national-museum-of-crime-and-punishment-11,2/2/2012,1,0,3,9,55,65,0,0,12,60,540
national-vietnam-veterans-art-museum,5/11/2012,1,0,3,10,50,145,0,1,8,90,900
new-museum,1/31/2012,1,0,3,30,50,2,0,0,31,140,4200
new-york-cinema-village,2/1/2012,1,0,3,6,50,2,0,1,53,410,2460
new-york-sailing-school-2,7/5/2012,1,0,5,99,51,85,0,1,14,40,3960
new-york-water-taxi-and-circle-line-new-york,5/30/2012,1,0,5,14,52,124,0,1,311,1000,14000
nuyorican-poets-cafe,1/28/2012,1,0,4,15,56,129,0,0,58,310,4650
oak-forest-bowl,6/8/2012,1,0,3,25,71,187,0,1,15,510,12750
odyssey-cruises-chicago,6/7/2012,1,0,4,59,49,143,0,1,274,1000,59000
odyssey-fun-world-2,6/27/2012,1,0,4,18,50,66,0,1,96,1000,18000
ohare-paintball-park-1,2/9/2012,1,0,4,30,54,187,0,0,147,910,27300
olinville-arms,5/14/2012,1,0,4,39,72,190,0,1,207,340,13260
olinville-arms-co,2/16/2012,1,0,4,39,72,187,0,0,100,890,34710
olly-olly-play-cafe-1,4/29/2012,1,0,3,25,58,185,0,1,12,210,5250
onboard-tours-ny,2/17/2012,1,0,3,29,52,119,0,1,0,190,5510
one-stop-fun-5,6/1/2012,1,0,5,35,53,89,0,1,55,450,15750
operation-paintball-chicago-1,6/16/2012,1,0,3,30,60,186,0,1,27,40,1200
orland-bowl,5/14/2012,1,0,3,29,65,170,0,1,50,520,15080
paddle-and-trail-3,6/2/2012,1,0,3,50,50,59,0,1,61,130,6500
paper-crown-gallery,4/14/2012,1,0,3,30,65,158,0,1,25,90,2700
paramotor-tours-4,2/9/2012,1,0,6,75,50,428,1,0,86,270,20250
paramotor-tours-6,5/18/2012,1,0,6,109,64,366,0,1,173,240,26160
paramotor-tours-boston,7/19/2012,1,0,6,109,64,362,0,1,196,240,26160
party-time-palace-1,6/22/2012,1,0,3,150,41,161,0,1,23,140,21000
pedal-pub-chicago,5/6/2012,1,0,3,149,61,185,0,1,65,20,2980
peggy-notebaert-nature-museum-3,5/1/2012,1,0,3,30,50,92,0,1,31,410,12300
pelham-picture-house,1/12/2012,1,0,3,18,51,188,0,1,10,150,2700
penobscot-adventures-3,7/30/2012,1,0,5,99,55,363,0,1,70,50,4950
phat-tire-bike-tours,6/16/2012,1,0,6,49,51,134,0,1,1,5,245
play-23,5/11/2012,1,0,4,15,50,186,0,1,65,300,4500
polluted-eyeball,2/15/2012,1,0,3,35,56,135,0,0,46,170,5950
putting-edge-chicago-1,5/13/2012,1,0,3,10,52,110,0,0,30,710,7100
randolph-recreation,1/27/2012,1,0,4,40,68,375,0,1,31,60,2400
reznik-studios-nyc,1/20/2012,1,0,3,29,71,96,0,0,2,100,2900
rib-adventure-tours-1,5/14/2012,1,0,5,45,63,42,0,1,29,220,9900
richmond-hunting-club-1,2/16/2012,1,0,4,92,46,365,0,1,8,170,15640
robin-hood-springtime-festival-3,5/7/2012,1,0,4,16,50,5,0,1,22,20,320
rockys-fun-house-miniature-golf,1/30/2012,1,0,2,7,53,185,0,0,21,190,1330
rotorzen-helicopters-3,7/29/2012,1,0,5,79,60,365,0,1,46,100,7900
rusty-wallace-chicago-1,7/8/2012,1,0,4,64,50,83,0,1,25,70,4480
s-s-badger,7/29/2012,1,0,6,149,54,74,0,1,23,10,1490
s3-leagues,6/26/2012,1,0,5,49,57,21,0,1,4,40,1960
